x	y	mean_x	mean_y	log2FC	gene
scdrs_N	scdrs_T	0.005	0.005	0.0	1_6239444_6244192
scdrs_N	scdrs_T	0.005	0.0	-inf	1_6245578_6247346
scdrs_N	scdrs_T	0.0016666667	0.0033333334	1.0	1_6260975_6264269
scdrs_N	scdrs_T	0.0033333334	0.0033333334	0.0	1_6394391_6412418
scdrs_N	scdrs_T	0.0	0.0	0.0	1_6424670_6424776
scdrs_N	scdrs_T	0.005	0.005	0.0	1_6520061_6521347
scdrs_N	scdrs_T	0.0033333334	0.0016666667	-1.0	1_6554535_6555181
scdrs_N	scdrs_T	0.0016666667	0.008333334	2.321928	1_6579757_6580001
scdrs_N	scdrs_T	0.01	0.013333334	0.41503757	1_6589280_6590724
scdrs_N	scdrs_T	0.008333334	0.005	-0.73696566	1_6624033_6624866
scdrs_N	scdrs_T	0.011666667	0.015	0.36257005	1_6701924_6724637
scdrs_N	scdrs_T	0.01	0.008333334	-0.26303434	1_6730012_6767954
scdrs_N	scdrs_T	0.005	0.006666667	0.41503757	1_6770038_6783892
scdrs_N	scdrs_T	0.0	0.0	0.0	1_6784843_6785324
scdrs_N	scdrs_T	0.0	0.0	0.0	1_7769706_7771269
scdrs_N	scdrs_T	0.0033333334	0.0	-inf	1_7781432_7784320
scdrs_N	scdrs_T	0.01	0.006666667	-0.5849624	1_7853512_7915894
scdrs_N	scdrs_T	0.006666667	0.006666667	0.0	1_7943165_7954291
scdrs_N	scdrs_T	0.01	0.0016666667	-2.5849624	1_7985505_7991134
scdrs_N	scdrs_T	0.035	0.036666665	0.067114115	1_8026308_8026738
scdrs_N	scdrs_T	0.016666668	0.01	-0.73696566	1_8122702_8202429
scdrs_N	scdrs_T	0.005	0.0	-inf	1_8215210_8218190
scdrs_N	scdrs_T	0.033333335	0.061666667	0.8875252	1_8220529_8317826
scdrs_N	scdrs_T	0.0033333334	0.0033333334	0.0	1_8344167_8352397
scdrs_N	scdrs_T	0.031666666	0.031666666	0.0	1_8817643_8861000
scdrs_N	scdrs_T	0.26166666	0.21666667	-0.27225286	1_8879894_8945867
scdrs_N	scdrs_T	0.0	0.0	0.0	1_8975092_9003300
scdrs_N	scdrs_T	0.0	0.0	0.0	1_9026345_9035107
scdrs_N	scdrs_T	0.008333334	0.006666667	-0.32192817	1_9088478_9100305
scdrs_N	scdrs_T	0.0016666667	0.005	1.5849624	1_9129170_9148011
scdrs_N	scdrs_T	0.015	0.008333334	-0.84799683	1_9198906_9234775
scdrs_N	scdrs_T	0.005	0.005	0.0	1_9271337_9292880
scdrs_N	scdrs_T	0.013333334	0.006666667	-1.0	1_9369532_9421098
scdrs_N	scdrs_T	0.0	0.0	0.0	1_9422862_9425094
scdrs_N	scdrs_T	0.015	0.018333333	0.28950658	1_9440564_9501092
scdrs_N	scdrs_T	0.011666667	0.005	-1.2223926	1_9503471_9539482
scdrs_N	scdrs_T	0.0016666667	0.0033333334	1.0	1_9585179_9588922
scdrs_N	scdrs_T	0.02	0.011666667	-0.7776075	1_9614873_9651732
scdrs_N	scdrs_T	0.005	0.008333334	0.73696566	1_9824526_9848276
scdrs_N	scdrs_T	0.011666667	0.006666667	-0.80735487	1_9910336_9922113
scdrs_N	scdrs_T	0.005	0.0033333334	-0.5849624	1_9943407_9943428
scdrs_N	scdrs_T	0.015	0.015	0.0	1_9985501_9997206
scdrs_N	scdrs_T	0.015	0.0033333334	-2.169925	1_10016020_10032832
scdrs_N	scdrs_T	0.016666668	0.015	-0.15200324	1_10181239_10210805
scdrs_N	scdrs_T	0.008333334	0.01	0.2630343	1_10381603_10381906
