group	feature	mean	var	cv	zero_prop
scdrs_N	1_21591187_21596215	0.0	0.0	0.0	1.0
scdrs_N	1_21669363_21678298	0.006666667	0.0066221827	12.206518	0.9933333333333333
scdrs_N	1_21783606_21812265	0.005	0.004975003	14.10674	0.995
scdrs_N	1_21937297_21977021	0.006666667	0.006622231	12.206563	0.9933333333333333
scdrs_N	1_21998642_22001656	0.0	0.0	0.0	1.0
scdrs_N	1_22012539_22023990	0.0	0.0	0.0	1.0
scdrs_N	1_22026048_22052627	0.055	0.055308368	4.275951	0.9466666666666667
scdrs_N	1_22092946_22100613	0.015	0.02144172	9.761994	0.9883333333333333
scdrs_N	1_22101360_22117305	0.005	0.004975026	14.106773	0.995
scdrs_N	1_22143969_22451851	0.015	0.014775049	8.103511	0.985
scdrs_N	1_22531157_22563564	0.0	0.0	0.0	1.0
scdrs_N	1_22603594_22636506	0.0	0.0	0.0	1.0
scdrs_N	1_22639608_22643630	0.008333334	0.008263907	10.908724	0.9916666666666667
scdrs_N	1_22648110_22652762	0.01	0.009899996	9.949873	0.99
scdrs_N	1_22661538_22710839	0.11666667	0.12638867	3.0472443	0.895
scdrs_N	1_22921500_22953043	0.006666667	0.006622154	12.206492	0.9933333333333333
scdrs_N	1_22965338_23010834	0.018333333	0.017997226	7.3174767	0.9816666666666667
scdrs_N	1_23015850_23019443	0.013333334	0.013155631	8.60235	0.9866666666666667
scdrs_N	1_23177808_23191895	0.033333335	0.03222237	5.385177	0.9666666666666667
scdrs_N	1_23194729_23281309	0.036666665	0.041989077	5.588519	0.9666666666666667
scdrs_N	1_23286752_23297797	0.015	0.014775054	8.103512	0.985
scdrs_N	1_23302866_23303771	0.006666667	0.00662221	12.206544	0.9933333333333333
scdrs_N	1_23344336_23359448	0.025	0.02437486	6.24498	0.975
scdrs_N	1_23371839_23378380	0.005	0.0049750097	14.1067505	0.995
scdrs_N	1_23379029_23381061	0.015	0.014775041	8.103508	0.985
scdrs_N	1_23424740_23428563	0.006666667	0.00662221	12.206544	0.9933333333333333
scdrs_N	1_23484568_23506430	0.006666667	0.0066222064	12.206541	0.9933333333333333
scdrs_N	1_23531220_23549139	0.0033333334	0.003322201	17.291561	0.9966666666666667
scdrs_N	1_23550915_23557918	0.0	0.0	0.0	1.0
scdrs_N	1_23559794_23581495	0.008333334	0.008263862	10.908693	0.9916666666666667
