x	y	mean_x	mean_y	log2FC	gene
scdrs_N	scdrs_T	0.0016666667	0.0016666667	0.0	1_22563564_22603594
scdrs_N	scdrs_T	2.25	2.045	-0.13782409	1_22636506_22639608
scdrs_N	scdrs_T	0.47166666	0.395	-0.25591493	1_22643630_22648110
scdrs_N	scdrs_T	1.0183333	0.99833333	-0.028616339	1_22652762_22661538
scdrs_N	scdrs_T	0.011666667	0.02	0.7776075	1_22710839_22921500
scdrs_N	scdrs_T	0.0	0.0	0.0	1_22953043_22965338
scdrs_N	scdrs_T	0.011666667	0.0033333334	-1.8073548	1_23010834_23015850
scdrs_N	scdrs_T	0.18	0.17166667	-0.06838707	1_23019443_23177808
scdrs_N	scdrs_T	0.025	0.013333334	-0.9068905	1_23191895_23194729
scdrs_N	scdrs_T	0.031666666	0.04	0.33703494	1_23281309_23286752
scdrs_N	scdrs_T	0.008333334	0.006666667	-0.32192817	1_23297797_23302866
